convID,messageID,message,Intent Identified,Correct/Incorrect,Entity Identified,Correct/Incorrect
76,76-2,"Please display versus 8.8 from chapter 8","chapter.summary", ,"chapter-adhyay: Chapter
chapter-number: 8.0
shloka-verse: null", 
76,76-3,"No","", ,"", 
76,76-4,"I understand, thank you","", ,"", 
77,77-1,"verse 7 of chapter 7","shloka.search", ,"Chapter-adhyay: Chapter
Shloka-verse: Shloka
chapter-number: 7.0
sloka-number: 7.0", 
77,77-2,"Can you share verse 7.7?","get.previous.sloka", ,"number: 7.7
shloka-verse: Shloka", 
77,77-3,"Yes","get.previous.sloka - yes", ,"", 
77,77-4,"How does Krishna describe himself here?","Default Welcome Intent", ,"person: [object Object]", 
78,78-1,"Show all verses from chapter 6","chapter.all.sloka", ,"chapter-adhyay: Chapter
chapter-number: 6.0
shloka-verse: Shloka", 
78,78-2,"Thank you","", ,"", 
78,78-3,"Which verse talks about meditation?","get.previous.sloka", ,"number: null
shloka-verse: Shloka", 
79,79-1,"Give me a summary of chapter 5","chapter.summary", ,"chapter-adhyay: Chapter
chapter-number: 5.0
shloka-verse: null", 
79,79-2,"How does this chapter discuss karma?","chapter.summary", ,"chapter-adhyay: Chapter
chapter-number: 
shloka-verse: null", 
80,80-1,"Could you show verse 4.4 of chapter 4?","shloka.search", ,"Chapter-adhyay: Chapter
Shloka-verse: Shloka
chapter-number: 4.0
sloka-number: 4.4", 
80,80-2,"Yes","shloka.search - yes", ,"", 
80,80-3,"What's the main teaching here?","Default Fallback Intent", ,"", 
81,81-1,"Provide a summary of chapter 3","chapter.summary", ,"chapter-adhyay: Chapter
chapter-number: 3.0
shloka-verse: null", 
81,81-2,"Display verse 3.3 from chapter 3","shloka.search", ,"Chapter-adhyay: Chapter
Shloka-verse: Shloka
chapter-number: 3.0
sloka-number: 3.3", 
81,81-3,"No","shloka.search - no", ,"", 
81,81-4,"Thank you for the information","", ,"", 
82,82-1,"Display verse 2.20 from chapter 2","shloka.search", ,"Chapter-adhyay: Chapter
Shloka-verse: Shloka
chapter-number: 2.0
sloka-number: 2.2", 
82,82-2,"Yes","shloka.search - yes", ,"", 
82,82-3,"Show the previous verse","get.previous.sloka", ,"number: null
shloka-verse: Shloka", 
82,82-4,"How do these verses relate?","get.previous.sloka", ,"number: null
shloka-verse: Shloka", 
83,83-1,"Namaste","Default Fallback Intent", ,"", 
83,83-2,"Please show all verses of chapter 1","chapter.all.sloka", ,"chapter-adhyay: Chapter
chapter-number: 1.0
shloka-verse: Shloka", 
83,83-3,"Thank you","", ,"", 
83,83-4,"Which verse introduces the main conflict?","get.previous.sloka", ,"number: null
shloka-verse: Shloka", 
84,84-1,"Provide a summary of chapter 18","chapter.summary", ,"chapter-adhyay: Chapter
chapter-number: 18.0
shloka-verse: null", 
84,84-2,"Display verse 18.18 from chapter 18","chapter.all.sloka", ,"chapter-adhyay: Chapter
chapter-number: 18.0
shloka-verse: Shloka", 
84,84-3,"How does this verse summarize the chapter?","get.next.chapter.summary", ,"chapter-adhyay: Chapter", 
85,85-1,"Display verse 17.17 of chapter 17","shloka.search", ,"Chapter-adhyay: Chapter
Shloka-verse: Shloka
chapter-number: 17.0
sloka-number: 17.17", 
85,85-2,"Yes","shloka.search - yes", ,"", 
85,85-3,"Show the next verse","get.next.sloka", ,"shloka-verse: Shloka", 
85,85-4,"What's the connection between these verses?","get.previous.sloka", ,"number: null
shloka-verse: Shloka", 
86,86-1,"Jai Shri Krishna!","Default Welcome Intent", ,"person: [object Object]", 
86,86-2,"Please show version 16.16 from chapter 16","chapter.summary", ,"chapter-adhyay: Chapter
chapter-number: 16.0
shloka-verse: null", 
86,86-3,"No","", ,"", 
86,86-4,"Thank you anyway","", ,"", 
87,87-1,"verse 15 of chapter 15","shloka.search", ,"Chapter-adhyay: Chapter
Shloka-verse: Shloka
chapter-number: 15.0
sloka-number: 15.0", 
87,87-2,"Would you share verse 15.15?","get.previous.sloka", ,"number: 15.15
shloka-verse: Shloka", 
87,87-3,"Yes","get.previous.sloka - yes", ,"", 
87,87-4,"Can you explain its context?","Default Fallback Intent", ,"", 
88,88-1,"Display all verses of chapter 14","chapter.all.sloka", ,"chapter-adhyay: Chapter
chapter-number: 14.0
shloka-verse: Shloka", 
88,88-2,"Thank you","", ,"", 
88,88-3,"Which verse is most significant?","get.previous.sloka", ,"number: null
shloka-verse: Shloka", 
89,89-1,"Provide a summary of chapter 13","chapter.summary", ,"chapter-adhyay: Chapter
chapter-number: 13.0
shloka-verse: null", 
89,89-2,"How does this chapter relate to the previous one?","get.previous.chapter.summary", ,"chapter-adhyay: Chapter
number: 1.0", 
90,90-1,"Hare Krishna!","Default Welcome Intent", ,"person: [object Object]", 
90,90-2,"Could you show verse 12.12 from chapter 12?","chapter.all.sloka", ,"chapter-adhyay: Chapter
chapter-number: 12.0
shloka-verse: Shloka", 
90,90-3,"Yes","", ,"", 
90,90-4,"What's the key message here?","Default Fallback Intent", ,"", 
91,91-1,"Provide a summary of chapter 11","chapter.summary", ,"chapter-adhyay: Chapter
chapter-number: 11.0
shloka-verse: null", 
91,91-2,"Display verse 11.11 from chapter 11","chapter.all.sloka", ,"chapter-adhyay: Chapter
chapter-number: 11.0
shloka-verse: Shloka", 
91,91-3,"No","", ,"", 
91,91-4,"I see, thank you","Default Welcome Intent", ,"person: null", 
92,92-1,"Display verse 10.10 from chapter 10","chapter.all.sloka", ,"chapter-adhyay: Chapter
chapter-number: 10.0
shloka-verse: Shloka", 
92,92-2,"Yes","", ,"", 
92,92-3,"Show the next verse","get.next.sloka", ,"shloka-verse: Shloka", 
92,92-4,"Show the following verse","get.next.sloka", ,"shloka-verse: Shloka", 
92,92-5,"Thank you","", ,"", 
93,93-1,"Namaste","Default Fallback Intent", ,"", 
93,93-2,"Please show all verses of chapter 9","chapter.all.sloka", ,"chapter-adhyay: Chapter
chapter-number: 9.0
shloka-verse: Shloka", 
93,93-3,"Thank you","", ,"", 
93,93-4,"That was informative","Default Fallback Intent", ,"", 
94,94-1,"Provide a summary of chapter 8","chapter.summary", ,"chapter-adhyay: Chapter
chapter-number: 8.0
shloka-verse: null", 
94,94-2,"Display verse 8.1 from chapter 8","chapter.all.sloka", ,"chapter-adhyay: Chapter
chapter-number: 8.0
shloka-verse: Shloka", 
94,94-3,"How does this relate to the summary?","chapter.summary", ,"chapter-adhyay: 
chapter-number: 
shloka-verse: null", 
95,95-1,"Display verse 7.7 of chapter 7","chapter.all.sloka", ,"chapter-adhyay: Chapter
chapter-number: 7.0
shloka-verse: Shloka", 
95,95-2,"Yes","", ,"", 
95,95-3,"Show the previous verse","get.previous.sloka", ,"number: null
shloka-verse: Shloka", 
95,95-4,"What does this mean?","", ,"", 
96,96-1,"Jai Shri Krishna!","Default Welcome Intent", ,"person: [object Object]", 
96,96-2,"Please show verse 6.1 from chapter 6","shloka.search", ,"Chapter-adhyay: Chapter
Shloka-verse: Shloka
chapter-number: 6.0
sloka-number: 6.1", 
96,96-3,"No","shloka.search - no", ,"", 
96,96-4,"Thank you","", ,"", 
96,96-5,"Goodbye","", ,"", 
97,97-1,"verse 4 of chapter 5","shloka.search", ,"Chapter-adhyay: Chapter
Shloka-verse: Shloka
chapter-number: 5.0
sloka-number: 4.0", 
97,97-2,"Would you share verse 5.4?","get.previous.sloka", ,"number: 5.4
shloka-verse: Shloka", 
97,97-3,"Yes","get.previous.sloka - yes", ,"", 
97,97-4,"Can you explain its meaning?","Default Fallback Intent", ,"", 
98,98-1,"Display all verses of chapter 3","shloka.search", ,"Chapter-adhyay: Chapter
Shloka-verse: Shloka
chapter-number: 3.0
sloka-number: ", 
98,98-2,"Thank you for sharing","shloka.search", ,"Chapter-adhyay: Chapter
Shloka-verse: Shloka
chapter-number: 3.0
sloka-number: ", 
99,99-1,"That's interesting, could you explain more?","Default Fallback Intent", ,"", 
99,99-2,"Provide a summary of chapter 2","chapter.summary", ,"chapter-adhyay: Chapter
chapter-number: 2.0
shloka-verse: null", 
100,100-1,"Hare Krishna!","Default Welcome Intent", ,"person: [object Object]", 
100,100-2,"Could you show verse 1.1 from chapter 1?","shloka.search", ,"Chapter-adhyay: Chapter
Shloka-verse: Shloka
chapter-number: 1.0
sloka-number: 1.1", 
100,100-3,"Yes","shloka.search - yes", ,"", 
100,100-4,"Please show the next verse","get.next.sloka", ,"shloka-verse: Shloka", 
100,100-5,"Thank you","", ,"", 
